"GoodReadsBooks_11967","DBpedia_4363","0.8999999999999999"
"GoodReadsBooks_11906","DBpedia_9141","0.7250000000000001"
"GoodReadsBooks_9234","DBpedia_8297","0.8999999999999999"
"GoodReadsBooks_10524","DBpedia_3228","0.8999999999999999"
"GoodReadsBooks_11600","DBpedia_6987","0.888235294117647"
"GoodReadsBooks_10333","DBpedia_10708","0.8452380952380951"
"GoodReadsBooks_11617","DBpedia_10104","0.8999999999999999"
"GoodReadsBooks_12983","DBpedia_2950","0.8999999999999999"
"GoodReadsBooks_11530","DBpedia_1400","0.8833333333333333"
"GoodReadsBooks_12863","DBpedia_1191","0.8999999999999999"
"GoodReadsBooks_11466","DBpedia_1554","0.8999999999999999"
"GoodReadsBooks_11435","DBpedia_666","0.7"
"GoodReadsBooks_12654","DBpedia_8953","0.8999999999999999"
"GoodReadsBooks_13977","DBpedia_8743","0.8999999999999999"
"GoodReadsBooks_12658","DBpedia_5197","0.8999999999999999"
"GoodReadsBooks_11211","DBpedia_2563","0.8916666666666666"
"GoodReadsBooks_12495","DBpedia_2337","0.8999999999999999"
"GoodReadsBooks_13760","DBpedia_1208","0.8999999999999999"
"GoodReadsBooks_13793","DBpedia_4110","0.8833333333333333"
"GoodReadsBooks_12415","DBpedia_501","0.8999999999999999"
"GoodReadsBooks_12287","DBpedia_7401","0.894736842105263"
"GoodReadsBooks_12296","DBpedia_1013","0.888235294117647"
"GoodReadsBooks_12349","DBpedia_9737","0.8999999999999999"
"GoodReadsBooks_13600","DBpedia_3553","0.8999999999999999"
"GoodReadsBooks_14926","DBpedia_535","0.8999999999999999"
"GoodReadsBooks_12180","DBpedia_6921","0.8999999999999999"
"GoodReadsBooks_12243","DBpedia_7421","0.8999999999999999"
"GoodReadsBooks_14806","DBpedia_1479","0.8999999999999999"
"GoodReadsBooks_14824","DBpedia_7277","0.8999999999999999"
"GoodReadsBooks_14826","DBpedia_5538","0.8833333333333333"
"GoodReadsBooks_14768","DBpedia_2924","0.8999999999999999"
"GoodReadsBooks_13449","DBpedia_664","0.8999999999999999"
"GoodReadsBooks_14751","DBpedia_7591","0.8999999999999999"
"GoodReadsBooks_14593","DBpedia_9639","0.8999999999999999"
"GoodReadsBooks_13315","DBpedia_151","0.8999999999999999"
"GoodReadsBooks_14608","DBpedia_2890","0.8999999999999999"
"GoodReadsBooks_14628","DBpedia_2776","0.8899999999999999"
"GoodReadsBooks_14456","DBpedia_5013","0.875"
"GoodReadsBooks_13145","DBpedia_8320","0.888235294117647"
"GoodReadsBooks_13147","DBpedia_12686","0.8999999999999999"
"GoodReadsBooks_14551","DBpedia_4802","0.8999999999999999"
"GoodReadsBooks_14556","DBpedia_9352","0.8875"
"GoodReadsBooks_13235","DBpedia_7","0.8999999999999999"
"GoodReadsBooks_14512","DBpedia_992","0.8999999999999999"
"GoodReadsBooks_13058","DBpedia_3022","0.8999999999999999"
"GoodReadsBooks_14380","DBpedia_7837","0.8777777777777778"
"GoodReadsBooks_14355","DBpedia_1349","0.8899999999999999"
"GoodReadsBooks_13102","DBpedia_7200","0.875"
"GoodReadsBooks_14267","DBpedia_341","0.8866666666666667"
"GoodReadsBooks_14231","DBpedia_4312","0.888235294117647"
"GoodReadsBooks_5686","DBpedia_7730","0.8799999999999999"
"GoodReadsBooks_14144","DBpedia_234","0.8666666666666667"
"GoodReadsBooks_14151","DBpedia_11266","0.8999999999999999"
"GoodReadsBooks_14119","DBpedia_4063","0.8888888888888888"
"GoodReadsBooks_14030","DBpedia_9635","0.8999999999999999"
"GoodReadsBooks_5144","DBpedia_11602","0.8999999999999999"
"GoodReadsBooks_8962","DBpedia_1383","0.7"
"GoodReadsBooks_6018","DBpedia_6961","0.8999999999999999"
"GoodReadsBooks_8430","DBpedia_2591","0.8999999999999999"
"GoodReadsBooks_10953","DBpedia_5447","0.8714285714285714"
"GoodReadsBooks_8163","DBpedia_2553","0.8888888888888888"
